make;model;year;mileage;engine_power;fuel_type;gearbox;price
volkswagen;passat;2014;241000;140;diesel;automatic;37900
opel;corsa;2013;165000;85;petrol;manual;13500
citroen;c1;2011;68441;68;petrol;manual;11500
bmw;x3;2013;202000;184;diesel;automatic;51000
ford;fiesta;2007;234000;80;petrol;manual;7000
toyota;auris;2015;239000;90;diesel;manual;34999
volkswagen;polo;2009;184511;70;diesel;manual;10200
volvo;s80;2002;299500;163;diesel;automatic;7449
peugeot;3008;2009;223840;120;petrol-lpg;manual;10700
tesla;model-s;2018;238000;525;electric;automatic;78900
renault;clio;2016;132000;90;petrol;manual;25700
peugeot;508;2015;75724;165;petrol;manual;50900
kia;sportage;2018;121262;132;petrol;manual;58900
hyundai;ix20;2011;192508;90;petrol-lpg;manual;22700
ford;kuga;2008;250000;136;diesel;manual;27500
mini;one;2009;120000;95;petrol;manual;14500
ford;grand-c-max;2012;168000;105;petrol;manual;32990
mazda;cx-3;2017;82500;150;petrol;manual;68950
bmw;x2;2021;89900;136;petrol;automatic;92000
volvo;v60;2016;244000;120;diesel;manual;32900
audi;a4-limousine;2021;103150;204;diesel;automatic;122900
audi;a5-coupe;2011;426572;170;diesel;manual;38900
hyundai;ix20;2011;97000;125;petrol;automatic;26500
hyundai;i20;2016;171000;75;petrol;manual;28900
hyundai;i30;2015;128000;135;petrol;manual;35900
ford;fiesta;2016;112000;82;petrol;manual;11500
audi;a4-avant;2014;179000;150;diesel;manual;32900
kia;sportage;2013;58293;135;petrol;manual;43900
toyota;tundra;2024;52858;437;petrol;automatic;169000
audi;a4-avant;2018;131386;150;petrol;automatic;79900
volkswagen;golf;2019;80000;150;petrol;automatic;69900
bmw;x1;2016;130000;150;diesel;manual;55500
ford;focus-sw;2021;66891;125;petrol;manual;65900
bmw;x3;2011;191100;184;diesel;automatic;51900
toyota;avensis;2014;320000;124;diesel;manual;6950
audi;q3;2018;64800;190;petrol;automatic;59900
ford;puma;2024;24700;125;petrol;manual;69800
audi;a4-limousine;2006;336181;140;diesel;manual;11900
volkswagen;golf-sportsvan;2016;91630;125;petrol;manual;26800
ford;focus;2017;107200;125;petrol;manual;29900
skoda;superb;2018;218058;190;diesel;automatic;70000
volkswagen;golf;2018;136000;110;petrol;manual;39900
mazda;cx-5;2016;218000;160;petrol;automatic;38900
mazda;cx-5;2013;196856;150;diesel;manual;39700
renault;clio;2021;149300;65;petrol;manual;35650
toyota;avensis;2007;282340;126;diesel;manual;11500
dacia;duster;2019;69000;114;petrol;manual;52800
bmw;seria-3;2006;263546;150;petrol;manual;17000
ford;c-max;2008;264000;109;diesel;manual;10000
renault;talisman;2015;336100;160;diesel;automatic;30000
honda;civic;2006;231992;140;petrol;manual;14900
kia;stonic;2019;173521;100;petrol;manual;44500
opel;astra;2007;199423;105;petrol;manual;8900
mercedes-benz;klasa-c;2019;159733;367;petrol;automatic;145900
mazda;3;2020;70600;150;hybrid;manual;67000
jeep;renegade;2015;151000;140;diesel;automatic;44900
renault;arkana;2022;124000;143;hybrid;automatic;62700
seat;ibiza;2014;157000;85;petrol;manual;18000
toyota;other;2006;163000;160;petrol-lpg;manual;9000
ford;tourneo-connect;2017;208366;75;diesel;manual;39950
bmw;seria-1;2008;255613;143;diesel;automatic;26900
renault;megane;2010;254000;110;petrol-lpg;manual;18990
audi;a3-sportback;2007;365000;140;diesel;automatic;12500
kia;sportage;2018;98000;115;diesel;manual;64500
volkswagen;sharan;2013;240000;140;diesel;manual;41900
bmw;seria-6;2014;188000;450;petrol;automatic;79900
audi;a4-cabrio;2004;268413;170;petrol;automatic;22100
toyota;verso;2014;196800;112;diesel;manual;29750
volkswagen;tiguan;2014;122000;140;diesel;manual;46800
dacia;duster;2010;182000;105;petrol;manual;19700
audi;q5-sportback;2024;40946;204;diesel;automatic;197900
honda;civic;2004;244000;110;petrol;manual;7499
peugeot;3008;2010;237760;110;diesel;manual;16600
mercedes-benz;klasa-e;2020;104000;306;plugin-hybrid;automatic;135000
kia;sportage;2023;61500;180;hybrid;automatic;119000
opel;astra;2016;100182;140;petrol;manual;35500
honda;cr-v;2017;144000;155;petrol;manual;79900
skoda;scala;2024;35766;115;petrol;manual;76900
skoda;scala;2024;24998;116;petrol;manual;68999
suzuki;swift;2018;131000;140;petrol;manual;16900
audi;a8;2014;224000;310;petrol;automatic;72900
renault;megane;2016;69500;100;petrol;manual;39900
volkswagen;golf-alltrack;2019;125211;184;diesel;automatic;59900
volvo;xc-60;2023;49000;455;plugin-hybrid;automatic;194899
seat;leon;2021;60300;130;petrol;manual;75500
citroen;c4;2012;248000;110;diesel;manual;8900
bmw;x5;2015;200000;306;petrol;automatic;105000
citroen;c3-picasso;2009;176000;95;petrol;manual;14900
volkswagen;cc;2014;259000;170;diesel;manual;35000
seat;leon;2017;35650;110;petrol;manual;27900
opel;mokka-x;2019;177000;140;petrol;manual;48999
volkswagen;touran;2017;193000;150;diesel;automatic;57000
honda;insight;2011;236662;98;hybrid;automatic;18000
skoda;octavia;2016;191000;150;diesel;manual;37999
mini;countryman;2013;245000;143;diesel;manual;27000
hyundai;ix35;2012;194000;136;diesel;manual;34999
dodge;durango;2019;141000;360;petrol-lpg;automatic;129000
mazda;2;2008;212456;68;diesel;manual;6900
peugeot;3008;2022;104000;130;petrol;manual;64900
volkswagen;polo;2021;93616;80;petrol;manual;44990
skoda;kodiaq;2024;6106;204;plugin-hybrid;automatic;169900
volkswagen;passat;2024;10738;150;hybrid;automatic;144900
toyota;c-hr;2024;14000;197;hybrid;automatic;147500
jeep;wrangler;2013;234000;284;petrol;manual;95000
lancia;ypsilon;2020;78500;69;petrol;manual;24900
volkswagen;passat-cc;2011;140000;160;petrol;manual;28900
ds-automobiles;ds-7-crossback;2022;98000;179;petrol;automatic;77890
volvo;xc-60;2023;119000;197;petrol;automatic;139900
volkswagen;golf;2015;128500;184;diesel;automatic;55200
ford;s-max;2012;169000;203;petrol;automatic;28900
opel;mokka;2014;184030;140;petrol;manual;37900
renault;kadjar;2017;102305;163;petrol;manual;55900
volkswagen;passat;2011;251000;140;diesel;manual;23500
audi;a6-avant;2006;336200;177;petrol-lpg;manual;14900
toyota;rav4;2022;128900;173;petrol;automatic;109900
toyota;rav4;2019;169000;173;petrol;manual;83500
ford;kuga;2020;140011;120;diesel;manual;65500
toyota;auris;2013;133941;90;diesel;manual;34900
renault;grand-espace;2011;362000;150;diesel;automatic;21000
skoda;superb;2020;196000;149;diesel;automatic;76000
hyundai;tucson;2016;103316;132;petrol;manual;63900
opel;astra;2011;187000;140;petrol;manual;16700
volvo;v60;2019;170000;150;diesel;manual;58000
mercedes-benz;w124-1984-1993;1992;266000;220;petrol;automatic;67500
mazda;cx-5;2011;296000;160;petrol;manual;39999
peugeot;3008;2015;160828;150;diesel;manual;39800
mitsubishi;asx;2018;63170;117;petrol;manual;62500
audi;q5;2012;266000;170;diesel;automatic;49900
mercedes-benz;klasa-c;2016;239000;204;diesel;automatic;43900
volkswagen;golf;2017;101000;150;petrol;manual;54800
bmw;seria-5;2012;270340;313;diesel;automatic;49500
jeep;compass;2013;170000;170;petrol;automatic;22000
nissan;x-trail;2018;93000;130;diesel;manual;69900
mercedes-benz;klasa-e;2018;216000;195;diesel;automatic;106900
audi;q3;2018;129321;190;petrol;automatic;62500
bmw;3gt;2013;436000;143;diesel;automatic;36900
audi;s4;2017;118000;353;petrol;automatic;107000
skoda;karoq;2020;40300;115;diesel;manual;96000
ford;mondeo;2018;150000;150;diesel;automatic;49900
renault;espace;2016;203440;160;diesel;automatic;51500
peugeot;307;2005;185500;143;petrol-lpg;manual;8200
citroen;c4-picasso;2013;174788;115;diesel;manual;29700
opel;meriva;2004;260000;100;diesel;manual;5200
volkswagen;touran;2008;360000;140;diesel;manual;14900
ford;focus;2018;277000;120;diesel;manual;27900
ford;fiesta;2010;169000;82;petrol;manual;16300
skoda;octavia;2018;205000;184;diesel;automatic;46500
mercedes-benz;klasa-a;2020;58000;218;plugin-hybrid;automatic;92000
fiat;500;2019;33000;69;petrol;manual;32900
dodge;durango;2021;155617;365;petrol;automatic;150000
ford;grand-c-max;2011;265000;115;diesel;manual;13900
nissan;qashqai;2019;102750;158;petrol;automatic;63900
volkswagen;passat;2013;190000;140;diesel;manual;32900
seat;leon;2014;208000;184;diesel;automatic;39900
lincoln;mkc;2019;91300;249;petrol;automatic;79900
ford;explorer;2016;178000;290;petrol;automatic;42999
audi;a6-avant;2016;194000;320;diesel;automatic;69900
jeep;grand-cherokee;2019;114300;352;petrol-lpg;automatic;115000
ford;kuga;2018;137900;120;diesel;automatic;59850
kia;sportage;2007;196543;140;diesel;manual;10900
dodge;durango;2015;110000;299;petrol;automatic;79900
volvo;xc-60;2010;225000;215;diesel;automatic;49900
toyota;corolla;2023;29664;125;petrol;automatic;95000
suzuki;sx4;2007;196500;120;diesel;manual;19700
hyundai;tucson;2017;168200;185;diesel;automatic;62500
dacia;sandero-stepway;2017;215000;90;petrol;manual;11500
audi;a3-3-drzwiowe;2003;327000;102;petrol-lpg;manual;6900
opel;corsa;2011;122800;100;petrol;manual;18500
volkswagen;scirocco;2013;202000;210;petrol-lpg;manual;32900
volkswagen;taigo;2023;32381;150;petrol;automatic;88900
bmw;seria-3;2011;280400;143;diesel;manual;19000
opel;astra;2011;177000;140;petrol;manual;28999
audi;a6-avant;2019;205000;204;diesel;automatic;119999
ford;c-max;2018;176031;120;diesel;manual;34000
opel;vivaro;2015;233000;120;diesel;manual;40900
nissan;micra;2017;79301;90;petrol;manual;37500
toyota;auris;2015;319000;99;petrol;automatic;37500
mercedes-benz;ml;2001;399000;163;diesel;automatic;10900
suzuki;grand-vitara;2005;171000;158;petrol-lpg;manual;30500
ford;mondeo-sw;2019;189800;190;diesel;automatic;59850
ford;kuga;2016;204000;150;diesel;manual;41900
volkswagen;transporter;2006;372000;84;diesel;manual;28290
peugeot;308;2011;167000;120;petrol;manual;15600
nissan;juke;2015;185000;218;petrol;manual;38900
toyota;land-cruiser;2025;5268;275;hybrid;automatic;169999
kia;ceed;2010;354200;116;diesel;manual;7900
renault;scenic;2014;87000;115;petrol;manual;21990
volvo;v70;2006;411500;185;diesel;manual;7000
mercedes-benz;klasa-e;2014;180000;306;petrol;automatic;63900
bmw;seria-2;2020;54500;306;petrol;automatic;129900
audi;a3-3-drzwiowe;2009;285000;105;diesel;manual;19000
suzuki;s-cross;2023;31695;129;petrol;manual;97000
opel;astra;2011;146000;180;petrol;manual;32900
volkswagen;tiguan;2020;29500;150;petrol;automatic;115000
seat;ibiza;2011;215945;143;diesel;manual;20500
audi;a6-avant;1996;300000;140;diesel;manual;10900
ford;fiesta;2015;168000;96;petrol;manual;25400
volkswagen;passat;2020;149814;190;diesel;automatic;92900
citroen;c3;2009;173000;68;diesel;manual;7800
audi;a5-sportback;2011;215900;177;diesel;automatic;39000
ford;kuga;2015;158000;150;petrol;manual;33950
jeep;grand-cherokee;1998;272000;241;petrol-lpg;automatic;39999
jaguar;e-pace;2020;57755;150;diesel;automatic;94900
opel;zafira;2013;212532;130;diesel;manual;19900
renault;twingo;2016;194250;70;petrol;manual;18000
nissan;qashqai;2018;47000;115;petrol;manual;55000
renault;captur;2019;91000;130;petrol;manual;50000
hyundai;tucson;2019;65000;177;petrol;manual;92500
volkswagen;sharan;2006;353266;130;diesel;manual;6700
volkswagen;eos;2010;188000;122;petrol;manual;24999
honda;cr-v;2019;117623;193;petrol;automatic;106900
hyundai;i30;2012;135000;99;petrol;manual;27900
bmw;seria-6;2013;112330;450;petrol;automatic;105000
toyota;avensis;2017;172000;143;diesel;manual;46125
ford;kuga;2014;190000;150;petrol;manual;38900
ford;fiesta;2019;61000;100;petrol;manual;47900
hyundai;ix20;2013;123000;90;petrol;manual;26900
fiat;scudo;2014;258236;128;diesel;manual;26900
toyota;yaris-cross;2021;22999;116;hybrid;automatic;99900
bmw;x5;2017;118000;258;diesel;automatic;134999
bmw;x5;2014;167000;306;petrol;automatic;89888
ford;edge;2018;137000;250;petrol;automatic;82410
mercedes-benz;cla;2017;158000;177;diesel;automatic;61400
renault;scenic;2011;130000;130;petrol;manual;18900
citroen;berlingo;2013;124395;120;petrol;manual;29800
mercedes-benz;klasa-e;2020;102331;197;diesel;automatic;159900
bmw;ix2;2024;6000;204;electric;automatic;178900
mercedes-benz;klasa-e;2014;191000;184;petrol;automatic;58000
jaguar;f-pace;2021;171000;204;diesel;automatic;117900
skoda;octavia;2005;181000;102;petrol;manual;10100
ford;f150;2016;109000;395;petrol;automatic;117000
audi;a6-avant;2019;155000;204;diesel;automatic;108000
ford;focus-sw;2023;15000;155;petrol;manual;108900
kia;ceed;2020;247957;115;diesel;manual;36500
volkswagen;passat-variant;2010;191779;160;petrol;manual;20999
renault;clio;2008;219000;75;petrol-lpg;manual;6500
mercedes-benz;ml;2007;301000;306;diesel;automatic;40900
ford;fiesta;2008;222000;90;diesel;manual;10000
audi;a3-limousine;2017;102000;190;petrol;automatic;32900
subaru;impreza;2003;230000;225;petrol;manual;74900
audi;a5-sportback;2015;130000;230;petrol;automatic;69999
aixam;city;2019;29700;8;diesel;automatic;37700
bmw;seria-1;2010;226549;122;petrol;manual;14000
ford;focus;2009;386252;90;diesel;manual;7300
audi;a6-avant;2020;179164;204;diesel;automatic;118900
seat;alhambra;2015;150000;140;diesel;manual;49400
citroen;c3-aircross;2018;99700;83;petrol;manual;32700
audi;a6-avant;2016;213000;320;diesel;automatic;81000
renault;koleos;2009;248000;150;diesel;automatic;16900
renault;kadjar;2017;120000;130;petrol;manual;38700
skoda;octavia;2015;212500;220;petrol;automatic;51500
infiniti;q50;2018;110000;405;petrol;automatic;70999
audi;a5-coupe;2020;168104;163;diesel;automatic;114900
kia;sportage;2022;90000;150;petrol;manual;83900
opel;astra;2017;118803;125;petrol;manual;40900
mazda;cx-9;2023;78000;250;petrol;automatic;129000
ford;focus-sw;2018;175000;100;petrol;automatic;26900
opel;astra;2018;158860;125;petrol;manual;39900
opel;adam;2014;169000;87;petrol;manual;24999
toyota;corolla;2002;185000;110;petrol;manual;9900
opel;corsa;2016;84840;95;diesel;manual;23800
volvo;s90;2018;185000;190;diesel;automatic;88900
mercedes-benz;klasa-e;2009;99027;231;diesel;automatic;55000
mercedes-benz;klasa-e;1994;220000;220;petrol;automatic;69000
opel;corsa;2018;108500;90;petrol;manual;31300
audi;a6-avant;2021;162875;204;diesel;automatic;122900
citroen;c4;2010;73000;120;petrol;manual;15500
bmw;x5-m;2014;285000;381;diesel;automatic;75000
audi;a5-sportback;2021;148614;150;petrol;automatic;118900
mercedes-benz;klasa-s;2007;191000;272;petrol;automatic;41500
renault;megane;2018;143141;132;petrol;automatic;42900
audi;a5-sportback;2021;165842;150;petrol;automatic;115900
opel;insignia;2011;353000;110;diesel;manual;9500
mercedes-benz;klasa-e;2013;139995;306;petrol;automatic;69000
bmw;seria-3;2014;148500;143;diesel;manual;54000
peugeot;207;2007;209000;90;diesel;manual;8400
fiat;500;2021;62700;70;petrol;manual;36900
audi;a4-avant;2016;267800;190;diesel;automatic;69000
bmw;seria-1;2021;60000;136;petrol;automatic;84800
hyundai;i20;2016;131700;84;petrol-lpg;manual;31500
jeep;grand-cherokee;2005;310000;210;petrol-lpg;automatic;22500
volkswagen;tiguan;2020;201682;150;diesel;automatic;75900
volkswagen;tiguan;2019;73713;150;petrol;manual;86900
volkswagen;arteon;2019;241000;190;diesel;automatic;85500
skoda;kodiaq;2024;14823;193;diesel;automatic;179000
peugeot;308;2015;221511;205;petrol;manual;30500
volkswagen;caddy;2017;220330;150;diesel;manual;45900
skoda;superb;2024;35900;150;petrol;automatic;69900
peugeot;307-cc;2006;160000;138;petrol;manual;9000
peugeot;expert;2011;334000;163;diesel;manual;29999
seat;arona;2024;18000;95;petrol;manual;66900
peugeot;5008;2018;138000;165;petrol;automatic;79500
bmw;seria-3;2011;130000;143;petrol;manual;29999
skoda;citigo;2013;92900;60;petrol;manual;23000
volkswagen;golf;2009;249000;140;petrol;manual;6990
mercedes-benz;sl;2013;131000;435;petrol;automatic;127000
audi;a5-sportback;2020;167013;204;diesel;automatic;125900
kia;ceed;2013;150000;135;petrol;manual;27900
peugeot;5008;2018;191000;130;diesel;manual;49900
volkswagen;golf;2011;290200;105;diesel;manual;26000
nissan;qashqai;2019;95000;140;petrol;manual;66000
toyota;c-hr;2019;106900;116;petrol;manual;68900
peugeot;508;2014;182200;156;petrol;automatic;21900
mazda;5;2010;290000;150;petrol-lpg;manual;15900
skoda;octavia;2020;120000;184;diesel;automatic;50900
audi;q5;2021;124117;299;plugin-hybrid;automatic;146900
mercedes-benz;klasa-e;1998;219656;136;petrol;manual;6700
bmw;z4;2004;220000;170;petrol;manual;33900
ram;1500;2019;155000;401;petrol-lpg;automatic;145000
peugeot;208;2012;222000;92;diesel;manual;13999
opel;crossland-x;2018;100000;83;petrol;manual;29900
mercedes-benz;vito;2017;320260;163;diesel;automatic;86000
toyota;gt86;2014;170000;200;petrol;automatic;74900
skoda;kodiaq;2019;145262;150;petrol;manual;49900
volvo;xc-90;2023;153035;235;diesel;automatic;186900
kia;picanto;2019;43123;84;petrol;manual;38900
bmw;z4;2006;265000;177;petrol;manual;21999
nissan;x-trail;2015;180000;130;diesel;automatic;40500
volvo;v40;2016;275162;120;diesel;automatic;32900
peugeot;2008;2016;281000;99;diesel;manual;24999
mitsubishi;outlander;2019;64315;150;petrol;automatic;86900
seat;leon;2019;114000;131;petrol;manual;56900
volkswagen;tiguan;2018;128200;125;petrol;manual;65900
kia;ceed;2017;152640;120;petrol;manual;34900
renault;latitude;2011;250000;241;diesel;automatic;25000
volkswagen;golf;2008;220000;140;petrol;manual;16900
toyota;rav4;2022;55052;222;hybrid;automatic;144900
ford;mondeo;2015;199000;115;diesel;manual;26900
opel;insignia;2010;283908;160;diesel;manual;9500
bmw;seria-5;2020;225348;190;diesel;automatic;112000
opel;insignia;2017;194000;170;diesel;manual;45900
mercedes-benz;klasa-e;2018;169997;195;diesel;automatic;115000
honda;cr-v;2015;228768;160;diesel;manual;49900
mazda;cx-5;2017;145000;192;petrol-lpg;automatic;69000
toyota;corolla;2023;61740;140;hybrid;automatic;94900
mercedes-benz;klasa-e;2010;271000;170;diesel;manual;19500
volkswagen;beetle;2014;161000;105;petrol;manual;30900
kia;ceed;2009;279000;109;petrol-lpg;manual;8990
mazda;6;2016;116900;150;diesel;manual;49999
jeep;grand-cherokee;2023;38187;270;hybrid;automatic;109000
hyundai;i30;2012;209000;99;petrol;manual;28500
peugeot;3008;2021;128531;180;plugin-hybrid;automatic;90900
toyota;corolla;2022;97464;122;hybrid;automatic;84500
audi;a6-avant;2014;338137;204;diesel;automatic;59000
volkswagen;golf;2011;380000;105;diesel;manual;16500
opel;corsa;2011;255059;95;diesel;manual;10200
fiat;500;2019;56936;69;petrol;manual;37500
toyota;rav4;2019;96000;173;petrol;automatic;95000
toyota;corolla;2022;97241;122;hybrid;automatic;84500
toyota;corolla;2019;64605;132;petrol;automatic;73800
dacia;duster;2015;224308;105;petrol-lpg;manual;18500
toyota;verso-s;2013;85000;99;petrol;manual;28900
seat;leon;2007;333000;105;diesel;manual;9800
ram;1500;2019;135789;395;petrol;automatic;79000
dodge;charger;2019;41151;485;petrol;automatic;84000
seat;ibiza;2011;112685;86;petrol;manual;18900
kia;pro-ceed;2023;32000;204;petrol;automatic;97000
ford;focus-sw;2019;58000;150;diesel;manual;46500
citroen;berlingo;2009;189000;110;petrol;manual;16900
mercedes-benz;klasa-e;2018;235000;194;diesel;automatic;89990
audi;a6-avant;2015;174258;218;diesel;automatic;52500
peugeot;508;2016;218138;120;diesel;automatic;32000
mini;cooper-s;2015;121100;192;petrol;automatic;57250
cupra;cupra-leon-st;2025;7658;333;petrol;automatic;199900
toyota;rav4;2017;198000;197;hybrid;automatic;73900
mercedes-benz;klasa-c;2023;21900;163;hybrid;automatic;154900
